"geneNames"	"SNP_NUM"	"nsSNP"
"YLR029C"	1379	"436"
"YLR030W"	2344	"1698"
"YLR031W"	1033	"235"
"YLR032W"	12474	"4672"
"YLR033W"	4235	"2043"
"YLR034C"	6347	"186"
"YLR035C"	8191	"4863"
"YLR036C"	1032	"304"
"YLR037C"	327	"140"
"YLR038C"	90	"5"
"YLR039C"	11921	"2449"
"YLR040C"	2817	"1266"
"YLR042C"	1557	"619"
"YLR043C"	84	"58"
"YLR044C"	1375	"498"
"YLR045C"	10229	"3382"
"YLR046C"	6404	"2130"
"YLR047C"	6872	"2440"
"YLR048W"	1969	"20"
"YLR049C"	6923	"264"
"YLR050C"	2254	"1145"
"YLR051C"	5356	"1316"
"YLR052W"	6441	"1457"
"YLR053C"	1653	"1606"
"YLR054C"	14758	"5643"
"YLR055C"	3207	"2039"
"YLR056W"	2294	"1090"
"YLR057W"	15585	"7885"
"YLR058C"	4027	"111"
"YLR059C"	4094	"1788"
"YLR060W"	5013	"914"
"YLR061W"	2433	"3"
"YLR063W"	3570	"359"
"YLR064W"	2479	"211"
"YLR065C"	4810	"1184"
"YLR066W"	1317	"93"
"YLR067C"	9166	"2439"
"YLR068W"	1070	"540"
"YLR069C"	9712	"1582"
"YLR070C"	4605	"2853"
"YLR071C"	15511	"5863"
"YLR072W"	10336	"2880"
"YLR073C"	2331	"78"
"YLR074C"	3852	"1713"
"YLR075W"	204	"60"
"YLR077W"	9295	"2317"
"YLR078C"	3193	"125"
"YLR079W"	3876	"2318"
"YLR080W"	7157	"1502"
"YLR081W"	8000	"2489"
"YLR082C"	5605	"2264"
"YLR083C"	9711	"1929"
"YLR084C"	13681	"6892"
"YLR085C"	4638	"727"
"YLR086W"	21314	"10020"
"YLR087C"	35154	"8216"
"YLR088W"	8597	"2049"
"YLR089C"	6141	"303"
"YLR090W"	9969	"2878"
"YLR091W"	2320	"1122"
"YLR092W"	12050	"3407"
"YLR093C"	3664	"1162"
"YLR094C"	5395	"1525"
"YLR095C"	11492	"4194"
"YLR096W"	7337	"1558"
"YLR097C"	2775	"790"
"YLR098C"	5338	"913"
"YLR099C"	5152	"834"
"YLR099W-A"	470	"64"
"YLR100W"	3882	"1028"
"YLR102C"	1613	"197"
"YLR103C"	7348	"2431"
"YLR104W"	895	"391"
"YLR105C"	2548	"369"
"YLR106C"	32799	"14340"
"YLR107W"	4380	"2131"
"YLR108C"	6531	"5207"
"YLR109W"	792	"23"
"YLR110C"	1267	"463"
"YLR111W"	1945	"1311"
"YLR112W"	965	"905"
"YLR113W"	2395	"587"
"YLR114C"	8111	"2703"
"YLR115W"	8359	"2415"
"YLR116W"	3610	"1391"
"YLR117C"	7850	"3573"
"YLR118C"	1225	"552"
"YLR119W"	2850	"1144"
"YLR120C"	3410	"502"
"YLR121C"	10235	"1970"
"YLR122C"	3346	"2120"
"YLR125W"	779	"598"
"YLR126C"	2502	"504"
"YLR127C"	6773	"2271"
"YLR128W"	3119	"1580"
"YLR129W"	5273	"1807"
"YLR130C"	5740	"2600"
"YLR131C"	5721	"3702"
"YLR132C"	3407	"1749"
"YLR133W"	3078	"1860"
"YLR134W"	4974	"620"
"YLR135W"	3695	"2187"
"YLR136C"	1389	"333"
"YLR137W"	3035	"1931"
"YLR138W"	5698	"867"
"YLR139C"	4688	"1707"
"YLR141W"	3736	"2775"
"YLR142W"	2203	"1080"
"YLR143W"	3850	"2407"
"YLR144C"	4963	"2428"
"YLR145W"	534	"286"
"YLR146C"	1928	"582"
"YLR146W-A"	525	"199"
"YLR147C"	931	"4"
"YLR148W"	9220	"2038"
"YLR149C"	6428	"2758"
"YLR150W"	1101	"538"
"YLR151C"	1006	"545"
"YLR152C"	6857	"3834"
"YLR153C"	3992	"1543"
"YLR154C"	922	"537"
"YLR154W-C"	0	"NA"
"YLR154C-G"	0	"NA"
"YLR154C-H"	0	"NA"
"YLR155C"	0	"NA"
"YLR156W"	0	"NA"
"YLR156C-A"	0	"NA"
"YLR157C"	0	"NA"
"YLR157W-D"	0	"NA"
"YLR157W-E"	0	"NA"
"YLR157C-C"	0	"NA"
"YLR158C"	0	"NA"
"YLR159W"	0	"NA"
"YLR159C-A"	0	"NA"
"YLR160C"	0	"NA"
"YLR161W"	0	"NA"
"YLR162W"	48	"2"
"YLR162W-A"	1526	"1503"
"YLR163C"	2584	"758"
"YLR164W"	1784	"108"
"YLR165C"	3307	"3016"
"YLR166C"	6854	"665"
"YLR167W"	112	"36"
"YLR168C"	1633	"105"
"YLR170C"	2536	"1028"
"YLR172C"	3165	"124"
"YLR173W"	15252	"6289"
"YLR174W"	5806	"119"
"YLR175W"	4010	"823"
"YLR176C"	19365	"3238"
"YLR177W"	6894	"1939"
"YLR178C"	2284	"843"
"YLR179C"	1658	"1426"
"YLR180W"	4643	"158"
"YLR181C"	4576	"2548"
"YLR182W"	11027	"3391"
"YLR183C"	4645	"1319"
"YLR185W"	2514	"1"
"YLR186W"	208	"50"
"YLR187W"	19849	"6567"
"YLR188W"	11889	"3556"
"YLR189C"	15889	"2913"
"YLR190W"	4541	"1046"
"YLR191W"	2677	"800"
"YLR192C"	673	"159"
"YLR193C"	1083	"98"
"YLR194C"	2999	"1236"
"YLR195C"	2538	"1590"
"YLR196W"	5773	"2931"
"YLR197W"	2165	"659"
"YLR199C"	3615	"1348"
"YLR200W"	1157	"916"
"YLR201C"	2179	"432"
"YLR203C"	3669	"1049"
"YLR204W"	1180	"143"
"YLR205C"	5436	"1167"
"YLR206W"	9837	"1131"
"YLR207W"	11187	"2813"
"YLR208W"	2380	"109"
"YLR209C"	430	"123"
"YLR210W"	5312	"1462"
"YLR211C"	1280	"327"
"YLR212C"	3104	"333"
"YLR213C"	1928	"586"
"YLR214W"	4863	"1740"
"YLR215C"	6015	"1957"
"YLR216C"	4250	"2210"
"YLR218C"	1562	"1064"
"YLR219W"	9282	"3948"
"YLR220W"	1799	"449"
"YLR221C"	1252	"961"
"YLR222C"	4869	"1837"
"YLR223C"	4807	"1645"
"YLR224W"	1466	"723"
"YLR225C"	1718	"156"
"YLR226W"	2140	"984"
"YLR227C"	5189	"3195"
"YLR228C"	6134	"2146"
"YLR229C"	868	"497"
"YLR231C"	5161	"333"
"YLR233C"	29628	"10147"
"YLR234W"	7489	"1721"
"YLR236C"	3351	"2249"
"YLR237W"	16593	"3980"
"YLR238W"	2369	"772"
"YLR239C"	2588	"562"
"YLR240W"	10017	"365"
"YLR241W"	7914	"317"
"YLR242C"	5030	"183"
"YLR243W"	1007	"55"
"YLR244C"	414	"84"
"YLR245C"	274	"94"
"YLR246W"	5403	"3017"
"YLR247C"	21780	"10426"
"YLR248W"	8486	"1572"
"YLR249W"	4717	"906"
"YLR250W"	982	"42"
"YLR251W"	2196	"398"
"YLR253W"	5073	"878"
"YLR254C"	1397	"400"
"YLR255C"	776	"508"
"YLR256W"	20151	"3826"
"YLR257W"	1749	"666"
"YLR258W"	10175	"916"
"YLR259C"	5766	"105"
"YLR260W"	4933	"745"
"YLR261C"	2072	"1960"
"YLR262C"	75	"2"
"YLR262C-A"	156	"18"
"YLR263W"	23511	"11394"
"YLR264W"	729	"4"
"YLR264C-A"	877	"848"
"YLR265C"	8374	"5788"
"YLR266C"	15313	"7966"
"YLR267W"	10458	"3825"
"YLR268W"	1654	"74"
"YLR270W"	3445	"124"
"YLR271W"	5905	"3010"
"YLR272C"	18038	"1616"
"YLR273C"	17758	"10127"
"YLR274W"	11548	"249"
"YLR275W"	377	"50"
"YLR276C"	3319	"337"
"YLR277C"	5654	"579"
"YLR278C"	19793	"3519"
"YLR281C"	2365	"206"
"YLR283W"	5961	"992"
"YLR284C"	8422	"1138"
"YLR285W"	3493	"2146"
"YLR285C-A"	1653	"716"
"YLR286C"	13856	"4677"
"YLR287C"	7074	"3040"
"YLR287C-A"	4130	"571"
"YLR288C"	14822	"1413"
"YLR289W"	12388	"1052"
"YLR290C"	5121	"754"
"YLR291C"	8109	"725"
"YLR292C"	1829	"790"
"YLR293C"	1243	"40"
"YLR295C"	2543	"753"
"YLR296W"	4189	"4137"
"YLR297W"	536	"329"
"YLR298C"	1640	"690"
"YLR299W"	9753	"1317"
"YLR300W"	4242	"103"
"YLR301W"	2091	"1274"
"YLR302C"	1998	"1607"
"YLR303W"	2249	"587"
"YLR304C"	6327	"231"
"YLR305C"	23928	"5715"
"YLR306W"	3621	"555"
"YLR307W"	3917	"1687"
"YLR307C-A"	168	"101"
"YLR308W"	6105	"1881"
"YLR309C"	12924	"4146"
"YLR310C"	15649	"5825"
"YLR312C"	8604	"4297"
"YLR312W-A"	5443	"1042"
"YLR313C"	11747	"8160"
"YLR314C"	7581	"818"
"YLR315W"	1230	"194"
"YLR316C"	8905	"2995"
"YLR318W"	7146	"2909"
"YLR319C"	9118	"2907"
"YLR320W"	9959	"2594"
"YLR321C"	3558	"495"
"YLR323C"	1946	"400"
"YLR324W"	7088	"3085"
"YLR325C"	25	"5"
"YLR326W"	2619	"615"
"YLR327C"	168	"58"
"YLR328W"	3176	"734"
"YLR329W"	8140	"2826"
"YLR330W"	15043	"8300"
"YLR331C"	2066	"1012"
"YLR332W"	2789	"307"
"YLR333C"	32	"3"
"YLR335W"	13624	"5539"
"YLR336C"	9126	"4803"
"YLR337C"	18075	"6241"
"YLR340W"	2784	"2041"
"YLR341W"	20092	"10814"
"YLR342W"	43359	"8186"
"YLR342W-A"	812	"707"
"YLR343W"	19504	"8959"
"YLR344W"	9604	"986"
"YLR345W"	10953	"1289"
"YLR346C"	3246	"1448"
"YLR347C"	9489	"597"
"YLR348C"	1392	"351"
"YLR350W"	3115	"478"
"YLR351C"	5209	"875"
"YLR352W"	13035	"1238"
"YLR353W"	13471	"5257"
"YLR354C"	1145	"130"
"YLR355C"	488	"184"
"YLR356W"	3750	"2243"
"YLR357W"	7178	"2306"
"YLR358C"	789	"761"
"YLR359W"	3995	"157"
"YLR360W"	4393	"1240"
"YLR361C"	7365	"3303"
"YLR361C-A"	5161	"2878"
"YLR362W"	10526	"2783"
"YLR363C"	1752	"910"
"YLR363W-A"	325	"41"
"YLR364W"	830	"83"
"YLR365W"	3637	"3403"
"YLR367W"	2756	"38"
"YLR368W"	8734	"3685"
"YLR369W"	6800	"2979"
"YLR370C"	2258	"91"
"YLR371W"	15662	"1528"
"YLR372W"	1038	"586"
"YLR373C"	10856	"3223"
"YLR375W"	4654	"512"
"YLR376C"	2572	"847"
"YLR377C"	9443	"241"
"YLR378C"	3235	"131"
"YLR380W"	3384	"212"
"YLR381W"	11519	"5272"
"YLR382C"	9748	"2691"
"YLR383W"	19770	"6451"
"YLR384C"	20029	"4142"
"YLR385C"	3094	"1756"
"YLR386W"	11424	"1482"
"YLR387C"	1188	"351"
"YLR388W"	25	"7"
"YLR389C"	15757	"6652"
"YLR390W"	942	"562"
"YLR390W-A"	2871	"136"
"YLR392C"	6092	"4251"
"YLR393W"	1065	"816"
"YLR394W"	5112	"2892"
"YLR395C"	257	"156"
"YLR396C"	8940	"2228"
"YLR397C"	11382	"1001"
"YLR398C"	11638	"3655"
"YLR399C"	11519	"4096"
"YLR401C"	9238	"1670"
"YLR403W"	9487	"4687"
"YLR404W"	681	"189"
"YLR405W"	5752	"2329"
"YLR406C"	1150	"14"
"YLR406C-A"	598	"86"
"YLR407W"	2483	"536"
"YLR408C"	2069	"1474"
"YLR409C"	12822	"3149"
"YLR410W"	14739	"2171"
"YLR411W"	2674	"1009"
"YLR412W"	3941	"2079"
"YLR412C-A"	664	"599"
"YLR413W"	8867	"2962"
"YLR414C"	3001	"531"
"YLR415C"	1428	"1370"
"YLR417W"	9251	"1782"
"YLR418C"	5911	"1171"
"YLR419W"	27232	"7602"
"YLR420W"	8563	"2730"
"YLR421C"	4142	"1305"
"YLR422W"	18004	"7489"
"YLR423C"	1904	"1164"
"YLR424W"	6154	"3828"
"YLR425W"	8181	"2397"
"YLR426W"	7083	"1333"
"YLR427W"	8755	"2785"
"YLR429W"	9264	"3470"
"YLR430W"	15797	"2368"
"YLR431C"	4274	"1990"
"YLR432W"	2285	"212"
"YLR433C"	3177	"1026"
"YLR435W"	4484	"1266"
"YLR436C"	19946	"6730"
"YLR437C"	1104	"850"
"YLR438W"	3326	"388"
"YLR438C-A"	1009	"20"
"YLR439W"	4108	"764"
"YLR440C"	12131	"5945"
"YLR441C"	323	"100"
"YLR442C"	25908	"11726"
"YLR443W"	6855	"1892"
"YLR445W"	3382	"2145"
"YLR446W"	10549	"4214"
"YLR447C"	7183	"206"
"YLR448W"	3799	"121"
"YLR449W"	3561	"1372"
"YLR450W"	15982	"3694"
"YLR451W"	7794	"4573"
"YLR452C"	10354	"2173"
"YLR453C"	8651	"5083"
"YLR454W"	20749	"7821"
"YLR455W"	3905	"1435"
"YLR456W"	4675	"2875"
"YLR457C"	5395	"2260"
"YLR459W"	3588	"328"
"YLR460C"	1450	"752"
"YLR461W"	1	"0"
"YLR462W"	0	"NA"
"YLR464W"	0	"NA"
"YLR466W"	0	"NA"
"YLR467W"	0	"NA"
"YML133C"	0	"NA"
"YML132W"	0	"NA"
"YML131W"	2428	"748"
"YML130C"	4733	"268"
"YML129C"	1649	"28"
"YML128C"	4822	"2314"
"YML127W"	4400	"742"
"YML126C"	1804	"268"
"YML125C"	396	"89"
"YML124C"	3823	"99"
"YML123C"	9946	"3038"
"YML122C"	758	"539"
"YML121W"	1611	"67"
"YML120C"	7552	"1100"
"YML119W"	2438	"2020"
"YML118W"	10299	"2357"
"YML117W"	13941	"9038"
"YML116W"	3326	"1033"
"YML115C"	5317	"1307"
"YML114C"	3809	"1218"
"YML113W"	2534	"361"
"YML112W"	3154	"1449"
"YML111W"	7128	"2561"
"YML110C"	4323	"1895"
"YML109W"	19664	"6694"
"YML108W"	2044	"1214"
"YML107C"	5065	"2235"
"YML106W"	975	"13"
"YML105C"	674	"106"
"YML104C"	16514	"6686"
"YML103C"	19725	"5441"
"YML102W"	4571	"3196"
"YML101C"	196	"104"
"YML100W-A"	859	"833"
"YML100W"	11734	"2681"
"YML099C"	16489	"8662"
"YML098W"	2795	"1573"
"YML097C"	8887	"4365"
"YML096W"	11460	"3069"
"YML095C"	2111	"235"
"YML094W"	1306	"120"
"YML093W"	13148	"4202"
"YML092C"	1973	"188"
"YML091C"	22510	"10360"
"YML088W"	5384	"1230"
"YML087C"	5502	"1226"
"YML086C"	4310	"426"
"YML085C"	3009	"5"
"YML083C"	7003	"3855"
"YML082W"	7826	"992"
"YML081C-A"	22	"4"
"YML081W"	14896	"4758"
"YML080W"	7633	"1915"
"YML079W"	1235	"187"
"YML078W"	197	"33"
"YML077W"	941	"38"
"YML076C"	11481	"3796"
"YML075C"	8694	"1403"
"YML074C"	2913	"941"
"YML073C"	6927	"10"
"YML072C"	19110	"12224"
"YML071C"	7787	"4216"
"YML070W"	5123	"426"
"YML069W"	4700	"203"
"YML068W"	9498	"3747"
"YML067C"	2385	"1479"
"YML066C"	3697	"1974"
"YML065W"	8835	"2208"
"YML064C"	838	"161"
"YML063W"	443	"33"
"YML062C"	836	"329"
"YML061C"	8199	"1243"
"YML060W"	2167	"1152"
"YML059C"	8078	"1751"
"YML058W-A"	479	"6"
"YML058W"	1364	"421"
"YML057W"	9108	"1144"
"YML056C"	8858	"1471"
"YML055W"	2240	"144"
"YML054C"	5771	"188"
"YML054C-A"	105	"86"
"YML053C"	1406	"1225"
"YML052W"	1665	"246"
"YML051W"	2500	"566"
"YML050W"	2205	"451"
"YML049C"	10034	"5100"
"YML048W"	3858	"1403"
"YML047C"	3480	"315"
"YML046W"	6715	"2608"
"YML043C"	8019	"3474"
"YML042W"	7416	"3314"
"YML041C"	6327	"246"
"YML038C"	2128	"1117"
"YML037C"	1263	"1046"
"YML036W"	1942	"468"
"YML035C"	4467	"404"
"YML034W"	5331	"2309"
"YML032C"	2734	"1702"
"YML031W"	7739	"1656"
"YML030W"	238	"27"
"YML029W"	7958	"2587"
"YML028W"	914	"129"
"YML027W"	1186	"282"
"YML026C"	2500	"38"
"YML025C"	4016	"734"
"YML024W"	6784	"27"
"YML023C"	11304	"4480"
"YML022W"	1673	"615"
"YML021C"	2036	"1101"
"YML020W"	9253	"2988"
"YML019W"	5435	"1597"
"YML018C"	6999	"1977"
"YML017W"	7507	"1883"
"YML016C"	6390	"1250"
"YML015C"	5147	"1155"
"YML014W"	3627	"917"
"YML013W"	11087	"3534"
"YML012W"	1175	"988"
"YML011C"	783	"103"
"YML010W"	11652	"4776"
"YML009C"	76	"4"
"YML008C"	3554	"502"
"YML007C-A"	39	"8"
"YML007W"	7269	"1939"
"YML006C"	5482	"2123"
"YML005W"	6593	"3069"
"YML004C"	4786	"2430"
"YML003W"	401	"194"
"YML002W"	4962	"1998"
"YML001W"	473	"13"
"YMR001C"	2724	"609"
"YMR001C-A"	654	"610"
"YMR002W"	923	"782"
"YMR003W"	3939	"1301"
"YMR004W"	4798	"1087"
"YMR005W"	6473	"2787"
"YMR006C"	7471	"1732"
"YMR007W"	880	"853"
"YMR008C"	6058	"1450"
"YMR009W"	3374	"189"
"YMR010W"	4870	"1259"
"YMR011W"	2651	"1378"
"YMR012W"	12488	"4951"
"YMR013C"	3122	"1402"
"YMR014W"	4128	"2668"
"YMR015C"	1495	"102"
"YMR016C"	6570	"1802"
"YMR017W"	3972	"3193"
"YMR018W"	2767	"1095"
"YMR019W"	6201	"2500"
"YMR020W"	3277	"1688"
"YMR021C"	2429	"1667"
"YMR022W"	915	"132"
"YMR023C"	4397	"1564"
"YMR024W"	954	"515"
"YMR025W"	3119	"2413"
"YMR026C"	2405	"697"
"YMR027W"	2818	"1625"
"YMR028W"	1721	"1007"
"YMR029C"	2529	"2144"
"YMR030W"	2196	"1657"
"YMR031C"	7875	"4202"
"YMR032W"	6438	"3779"
"YMR030W-A"	1017	"976"
"YMR033W"	2847	"273"
"YMR034C"	2137	"760"
"YMR035W"	481	"163"
"YMR036C"	4180	"1638"
"YMR037C"	5047	"1924"
"YMR038C"	1966	"708"
"YMR039C"	666	"105"
"YMR040W"	939	"563"
"YMR041C"	1695	"474"
"YMR042W"	811	"241"
"YMR043W"	784	"225"
"YMR044W"	4927	"1367"
"YMR047C"	19740	"7705"
"YMR048W"	3567	"1898"
"YMR049C"	8352	"4029"
"YMR052W"	5379	"1942"
"YMR053C"	6788	"2484"
"YMR054W"	4762	"1366"
"YMR055C"	982	"283"
"YMR056C"	3826	"544"
"YMR058W"	10408	"3966"
"YMR059W"	1872	"385"
"YMR060C"	5706	"2546"
"YMR061W"	3965	"601"
"YMR062C"	4946	"236"
"YMR063W"	1998	"1118"
"YMR064W"	13930	"6754"
"YMR065W"	3178	"641"
"YMR066W"	10868	"4713"
"YMR067C"	3250	"1745"
"YMR068W"	2759	"705"
"YMR069W"	1921	"693"
"YMR070W"	4971	"2542"
"YMR071C"	847	"18"
"YMR072W"	306	"40"
"YMR073C"	1188	"761"
"YMR074C"	480	"120"
"YMR075W"	5814	"1884"
"YMR076C"	8697	"3825"
"YMR077C"	1761	"788"
"YMR078C"	5127	"1156"
"YMR079W"	2638	"46"
"YMR080C"	3830	"931"
"YMR081C"	4290	"2116"
"YMR082C"	725	"667"
"YMR083W"	667	"62"
"YMR084W"	3871	"1958"
"YMR085W"	6538	"1762"
"YMR086W"	16411	"7344"
"YMR087W"	6937	"1694"
"YMR088C"	10289	"1292"
"YMR089C"	15166	"2091"
"YMR090W"	2906	"237"
"YMR091C"	3068	"301"
"YMR092C"	5331	"1477"
"YMR093W"	4032	"347"
"YMR094W"	3364	"869"
"YMR095C"	1384	"766"
"YMR096W"	1610	"613"
"YMR097C"	2975	"1213"
"YMR098C"	3855	"2169"
"YMR099C"	989	"132"
"YMR100W"	4414	"677"
"YMR101C"	3968	"534"
"YMR102C"	4696	"1328"
"YMR103C"	1794	"97"
"YMR104C"	7654	"2817"
"YMR105C"	3829	"544"
"YMR105W-A"	460	"135"
"YMR106C"	3008	"1592"
"YMR107W"	274	"167"
"YMR108W"	3984	"494"
"YMR109W"	9590	"2440"
"YMR110C"	8899	"528"
"YMR111C"	5543	"907"
"YMR112C"	2564	"204"
"YMR113W"	3978	"695"
"YMR114C"	9548	"2865"
"YMR115W"	5550	"1867"
"YMR116C"	2763	"48"
"YMR117C"	584	"152"
"YMR118C"	1734	"1559"
"YMR119W"	10945	"3142"
"YMR120C"	5888	"130"
"YMR121C"	1053	"246"
"YMR122C"	1330	"632"
"YMR122W-A"	81	"35"
"YMR123W"	1075	"187"
"YMR124W"	6810	"4480"
"YMR125W"	5341	"1035"
"YMR126C"	819	"662"
"YMR127C"	1645	"869"
"YMR128W"	9029	"3111"
"YMR129W"	7561	"2724"
"YMR130W"	2935	"1422"
"YMR131C"	2497	"1329"
"YMR132C"	1060	"353"
"YMR133W"	4901	"2960"
"YMR134W"	1761	"347"
"YMR135C"	2928	"645"
"YMR136W"	5452	"3022"
"YMR137C"	4824	"795"
"YMR138W"	2336	"830"
"YMR139W"	1158	"228"
"YMR140W"	3036	"1134"
"YMR141C"	842	"354"
"YMR142C"	2172	"33"
"YMR143W"	3338	"13"
"YMR144W"	1559	"836"
"YMR145C"	7551	"165"
"YMR146C"	882	"63"
"YMR147W"	1644	"1361"
"YMR148W"	482	"186"
"YMR149W"	3653	"3099"
"YMR150C"	791	"465"
"YMR152W"	5604	"2215"
"YMR153W"	5118	"2860"
"YMR154C"	15851	"7767"
"YMR155W"	5732	"2517"
"YMR156C"	1116	"285"
"YMR157C"	2755	"984"
"YMR158W"	2430	"21"
"YMR158C-A"	931	"335"
"YMR159C"	1912	"203"
"YMR160W"	5149	"1170"
"YMR161W"	1539	"157"
"YMR162C"	12394	"1973"
"YMR163C"	12903	"4417"
"YMR164C"	12631	"7177"
"YMR165C"	12982	"3741"
"YMR166C"	2674	"1440"
"YMR167W"	5248	"3371"
"YMR168C"	6316	"2526"
"YMR169C"	9112	"1418"
"YMR170C"	5636	"788"
"YMR171C"	3773	"1281"
"YMR172W"	3760	"2582"
"YMR173W"	2924	"205"
"YMR174C"	377	"116"
"YMR175W"	301	"197"
"YMR175W-A"	364	"313"
"YMR176W"	10482	"6457"
"YMR177W"	2377	"654"
"YMR178W"	707	"310"
"YMR179W"	4632	"2753"
"YMR180C"	3042	"973"
"YMR181C"	862	"132"
"YMR182C"	2386	"1521"
"YMR182W-A"	311	"311"
"YMR183C"	1006	"180"
"YMR184W"	2445	"1772"
"YMR185W"	7960	"4546"
"YMR186W"	1960	"110"
"YMR187C"	4873	"1758"
"YMR188C"	1070	"156"
"YMR189W"	4904	"1175"
"YMR190C"	11376	"5132"
"YMR191W"	8426	"6148"
"YMR192W"	6834	"2765"
"YMR193W"	1576	"1131"
"YMR194W"	4746	"1016"
"YMR194C-B"	1660	"1056"
"YMR195W"	651	"318"
"YMR196W"	10597	"2637"
"YMR197C"	513	"102"
"YMR198W"	4484	"3146"
"YMR199W"	4824	"1353"
"YMR200W"	2389	"654"
"YMR201C"	2733	"307"
"YMR202W"	929	"804"
"YMR203W"	1940	"748"
"YMR204C"	1546	"459"
"YMR205C"	7252	"2964"
"YMR206W"	3188	"1125"
"YMR207C"	18736	"8613"
"YMR208W"	3838	"1206"
"YMR209C"	4148	"1921"
"YMR210W"	3113	"509"
"YMR211W"	2755	"1489"
"YMR212C"	6988	"1068"
"YMR213W"	4984	"2290"
"YMR214W"	1829	"218"
"YMR215W"	6282	"3461"
"YMR216C"	10200	"4088"
"YMR217W"	2345	"67"
"YMR218C"	14996	"5607"
"YMR219W"	26975	"17603"
"YMR220W"	5649	"3856"
"YMR221C"	3965	"988"
"YMR222C"	2439	"1392"
"YMR223W"	3697	"1013"
"YMR224C"	6798	"3832"
"YMR225C"	934	"74"
"YMR226C"	1003	"218"
"YMR227C"	4241	"1948"
"YMR228W"	1262	"577"
"YMR229C"	15305	"9135"
"YMR230W"	1852	"2"
"YMR230W-A"	140	"120"
"YMR231W"	6396	"3704"
"YMR232W"	4883	"1301"
"YMR233W"	436	"230"
"YMR234W"	2076	"564"
"YMR235C"	1966	"898"
"YMR236W"	672	"37"
"YMR237W"	6320	"1361"
"YMR238W"	3006	"198"
"YMR239C"	1106	"424"
"YMR240C"	3012	"1043"
"YMR241W"	1778	"32"
"YMR242C"	661	"58"
"YMR242W-A"	28	"23"
"YMR243C"	4494	"881"
"YMR244W"	6070	"2179"
"YMR244C-A"	1780	"1530"
"YMR246W"	6809	"2970"
"YMR247C"	20178	"8231"
"YMR247W-A"	1145	"847"
"YMR250W"	7638	"442"
"YMR251W"	3947	"2162"
"YMR251W-A"	389	"252"
"YMR252C"	1592	"1119"
"YMR253C"	2925	"712"
"YMR254C"	699	"562"
"YMR255W"	1216	"306"
"YMR256C"	68	"5"
"YMR257C"	5816	"1886"
"YMR258C"	2703	"564"
"YMR259C"	9215	"4110"
"YMR260C"	1251	"49"
"YMR261C"	7057	"2017"
"YMR262W"	1497	"377"
"YMR263W"	1471	"753"
"YMR264W"	1614	"756"
"YMR265C"	8752	"4293"
"YMR266W"	12254	"5612"
"YMR267W"	6537	"1663"
"YMR268C"	5072	"2753"
"YMR269W"	2943	"2213"
"YMR270C"	5029	"1507"
"YMR271C"	1732	"788"
"YMR272C"	1320	"75"
"YMR272W-B"	586	"447"
"YMR273C"	6411	"4136"
"YMR274C"	2073	"1017"
"YMR275C"	9443	"3729"
"YMR276W"	4408	"932"
"YMR277W"	3451	"320"
"YMR278W"	3909	"1047"
"YMR279C"	6543	"518"
"YMR280C"	19589	"7859"
"YMR281W"	1482	"485"
"YMR282C"	3548	"2374"
"YMR283C"	2557	"1204"
"YMR284W"	3221	"1389"
"YMR285C"	2606	"1516"
"YMR286W"	569	"40"
"YMR287C"	13363	"4450"
"YMR288W"	12327	"4901"
"YMR289W"	4144	"2659"
"YMR290C"	2267	"150"
"YMR291W"	3385	"884"
"YMR292W"	670	"36"
"YMR293C"	5771	"2257"
"YMR294W"	5007	"1978"
"YMR295C"	1424	"132"
"YMR296C"	5426	"164"
"YMR297W"	8331	"935"
"YMR298W"	327	"78"
"YMR299C"	1439	"958"
"YMR300C"	2547	"67"
"YMR301C"	7565	"1629"
"YMR302C"	14295	"4632"
"YMR303C"	4043	"1544"
"YMR304W"	7618	"4239"
"YMR305C"	4372	"385"
"YMR306W"	12475	"2384"
"YMR307W"	5975	"2404"
"YMR308C"	7217	"2213"
"YMR309C"	3283	"1733"
"YMR310C"	2590	"1635"
"YMR311C"	1045	"534"
"YMR312W"	3648	"2487"
"YMR313C"	2686	"1204"
"YMR314W"	798	"68"
"YMR315W"	2893	"1284"
"YMR315W-A"	844	"790"
"YMR316W"	3647	"1465"
"YMR316C-A"	2713	"2697"
"YMR317W"	29135	"19853"
"YMR318C"	3781	"459"
"YMR319C"	10058	"2275"
"YMR320W"	1611	"938"
"YMR321C"	158	"150"
"YMR322C"	2	"0"
"YMR323W"	4	"4"
"YMR325W"	14	"13"
"YNL339C"	0	"NA"
"YNL336W"	43	"23"
"YNL335W"	0	"NA"
"YNL334C"	0	"NA"
"YNL333W"	0	"NA"
"YNL332W"	1	"0"
"YNL331C"	8389	"2221"
"YNL330C"	5094	"386"
"YNL329C"	20696	"7032"
"YNL328C"	3144	"758"
"YNL327W"	30155	"14323"
"YNL326C"	6540	"4616"
"YNL325C"	10695	"2107"
"YNL323W"	4197	"436"
"YNL322C"	6389	"2463"
"YNL321W"	8471	"2163"
"YNL320W"	3640	"1230"
"YNL318C"	7432	"2922"
"YNL317W"	6525	"206"
"YNL316C"	7992	"5812"
"YNL315C"	4905	"1861"
"YNL314W"	3549	"1840"
"YNL313C"	19049	"8279"
"YNL312W"	6989	"125"
"YNL311C"	11266	"3603"
"YNL310C"	1626	"227"
"YNL309W"	3635	"1707"
"YNL308C"	5264	"2109"
