gene	domain_start	domain_end	domain_name	domain_decription	type	e_value	pdb_id
YBR295W	899	1118	PF00702	Hydrolase	Domain	2.30E-17	1t5t.1.A
YBR295W	899	1118	PF00702	Hydrolase	Domain	2.30E-17	4bbj.1.A
YBR296C	24	554	PF01384	PHO4	Family	5.80E-112	NA
YMR261C	288	764	PF00982	Glyco_transf_20	Family	5.90E-176	NA
YMR261C	785	1010	PF02358	Trehalose_PPase	Family	2.50E-48	NA
YML100W	321	798	PF00982	Glyco_transf_20	Family	1.30E-171	NA
YML100W	819	1053	PF02358	Trehalose_PPase	Family	6.90E-52	NA
YHR072W	389	723	PF13243	SQHop_cyclase_C	Domain	9.10E-40	1w6j.1.A
YHR072W	93	336	PF13249	SQHop_cyclase_N	Domain	6.70E-26	1w6j.1.A
YER099C	6	124	PF13793	Pribosyltran_N	Domain	6.60E-38	2h07.1.B
YER099C	203	313	PF14572	Pribosyl_synth	Domain	4.70E-26	2h07.1.B
YMR217W	16	195	PF00117	GATase	Domain	5.10E-39	5tw7.1.A
YMR217W	433	524	PF00958	GMP_synt_C	Domain	1.70E-41	5tw7.1.A
YMR217W	224	290	PF02540	NAD_synthase	Domain	0.031	5tw7.1.A
YIL043C	151	260	PF00175	NAD_binding_1	Domain	4.60E-31	2eix.1.A
YIL043C	43	141	PF00970	FAD_binding_6	Domain	2.30E-29	2eix.1.A
YJR103W	315	556	PF00117	GATase	Domain	6.80E-59	5u03.1.A
YJR103W	315	556	PF00117	GATase	Domain	6.80E-59	1vco.1.A
YJR103W	2	270	PF06418	CTP_synth_N	Domain	5.00E-123	5u03.1.A
YJR103W	2	270	PF06418	CTP_synth_N	Domain	5.00E-123	1vco.1.A
YJR103W	2	270	PF06418	CTP_synth_N	Domain	5.00E-123	3ihl.1.B
YEL058W	477	553	PF00408	PGM_PMM_IV	Family	3.10E-08	2dkd.1.A
YEL058W	477	553	PF00408	PGM_PMM_IV	Family	3.10E-08	2dkd.1.A
YEL058W	59	87	PF02878	PGM_PMM_I	Domain	0.00011	2dkd.1.A
YEL058W	59	87	PF02878	PGM_PMM_I	Domain	0.00011	4il8.1.A
YEL058W	59	87	PF02878	PGM_PMM_I	Domain	0.00011	2dkd.1.A
YLR342W	808	1630	PF02364	Glucan_synthase	Family	0	NA
YLR342W	301	408	PF14288	FKS1_dom1	Family	8.40E-33	NA
YFR025C	3	244	PF02811	PHP	Family	1.20E-07	3dcp.1.A
YHL011C	7	123	PF13793	Pribosyltran_N	Domain	2.00E-34	2h07.1.B
YHL011C	203	316	PF14572	Pribosyl_synth	Domain	1.20E-32	NA
YHR215W	65	399	PF00328	His_Phos_2	Family	4.00E-45	2gfi.1.A
YHR096C	89	549	PF00083	Sugar_tr	Family	2.50E-171	NA
YHR216W	36	512	PF00478	IMPDH	Domain	1.10E-130	1jr1.1.A
YHR216W	36	512	PF00478	IMPDH	Domain	1.10E-130	4z87.1.A
YHR216W	124	170	PF00571	CBS	Domain	0.0031	1jr1.1.A
YHR216W	124	170	PF00571	CBS	Domain	0.0031	4z87.1.A
YHR216W	180	232	PF00571	CBS	Domain	0.0059	1jr1.1.A
YHR216W	180	232	PF00571	CBS	Domain	0.0059	4z87.1.A
YHR201C	31	199	PF01368	DHH	Family	4.60E-05	2qb6
YHR201C	31	199	PF01368	DHH	Family	4.60E-05	5o4z.1.A
YHR201C	31	199	PF01368	DHH	Family	4.60E-05	2qb7.1.A
YHR201C	245	391	PF02833	DHHA2	Family	2.80E-29	2qb6
YHR201C	245	391	PF02833	DHHA2	Family	2.80E-29	5o4z.1.A
YHR201C	245	391	PF02833	DHHA2	Family	2.80E-29	2qb7.1.A
YHR002W	33	124	PF00153	Mito_carr	Family	9.50E-19	NA
YHR002W	262	352	PF00153	Mito_carr	Family	1.20E-15	NA
YHR002W	131	233	PF00153	Mito_carr	Family	6.60E-12	NA
YHL003C	173	377	PF03798	TRAM_LAG1_CLN8	Domain	1.00E-35	NA
YHL003C	110	167	PF08390	TRAM1	Family	6.50E-18	NA
YHR011W	243	421	PF00587	tRNA-synt_2b	Domain	5.80E-21	2zr3.1.A
YHR019C	233	547	PF00152	tRNA-synt_2	Domain	5.80E-89	5xix.1.B
YHR019C	233	547	PF00152	tRNA-synt_2	Domain	5.80E-89	6chd.1.A
YHR019C	132	210	PF01336	tRNA_anti-codon	Domain	1.80E-09	5xix.1.B
YHR019C	132	210	PF01336	tRNA_anti-codon	Domain	1.80E-09	6chd.1.A
YHR020W	283	456	PF00587	tRNA-synt_2b	Domain	2.00E-11	4hvc.1.A
YHR020W	475	575	PF03129	HGTP_anticodon	Domain	1.40E-16	4hvc.1.A
YHR020W	602	688	PF09180	ProRS-C_1	Domain	1.30E-21	4hvc.1.A
YHL012W	48	455	PF01704	UDPGP	Family	2.00E-121	2i5k.1.A
YHR046C	5	287	PF00459	Inositol_P	Family	1.30E-70	NA
YHR091C	159	511	PF00750	tRNA-synt_1d	Family	7.40E-153	1bs2.1.A
YHR091C	74	150	PF03485	Arg_tRNA_synt_N	Domain	0.068	1bs2.1.A
YHR091C	525	643	PF05746	DALR_1	Domain	1.60E-19	1bs2.1.A
YHR104W	23	307	PF00248	Aldo_ket_red	Domain	4.40E-39	1sm9.1.A
YHR183W	178	475	PF00393	6PGD	Domain	4.20E-123	2p4q
YHR183W	178	475	PF00393	6PGD	Domain	4.20E-123	2p4q.1.A
YHR183W	5	172	PF03446	NAD_binding_2	Domain	1.40E-48	2p4q
YHR183W	5	172	PF03446	NAD_binding_2	Domain	1.40E-48	2p4q.1.A
YHL036W	65	500	PF13520	AA_permease_2	Family	5.90E-58	NA
YHL018W	13	113	PF01329	Pterin_4a	Domain	9.00E-19	1dcp.1.C
YHR001W	53	393	PF01237	Oxysterol_BP	Family	2.00E-79	4ph7.1.A
YHR043C	9	200	PF13419	HAD_2	Family	1.90E-11	2qlt.1.A
YHR044C	9	200	PF13419	HAD_2	Family	3.50E-11	2qlt.1.A
YHR063C	9	172	PF02558	ApbA	Family	6.20E-34	5x20.1.A
YHR063C	221	360	PF08546	ApbA_C	Family	4.90E-21	5x20.1.A
YHR068W	47	375	PF01916	DS	Domain	4.10E-126	1rlz.1.A
YHR074W	7	282	PF00795	CN_hydrolase	Family	1.60E-40	3ilv.1.A
YHR074W	343	605	PF02540	NAD_synthase	Domain	9.00E-19	3ilv.1.A
YHR100C	3	166	PF09419	PGP_phosphatase	Family	7.30E-71	NA
YHR106W	27	327	PF07992	Pyr_redox_2	Domain	4.00E-45	3itj.1.A
YHR106W	27	327	PF07992	Pyr_redox_2	Domain	4.00E-45	4a5l.1.A
YHR116W	104	138	PF06747	CHCH	Domain	0.0038	2lqt.1.A
YHR119W	950	1054	PF00856	SET	Family	2.30E-15	2w5y.1.A
YHR119W	758	932	PF11764	N-SET	Domain	2.10E-47	NA
YHR119W	422	484	PF11767	SET_assoc	Domain	2.80E-14	NA
YHR137W	100	497	PF00155	Aminotran_1_2	Domain	7.70E-13	3ath.1.A
YHR137W	100	497	PF00155	Aminotran_1_2	Domain	7.70E-13	4je5.1.A
YHR162W	10	115	PF03650	MPC	Family	3.10E-43	NA
YHR163W	10	234	PF01182	Glucosamine_iso	Domain	3.60E-62	3ico.1.A
YHR189W	9	187	PF01195	Pept_tRNA_hydro	Domain	2.90E-29	4yly.1.A
YHR208W	92	344	PF01063	Aminotran_4	Domain	5.90E-31	5bwt.1.A
YOL005C	31	102	PF13656	RNA_pol_L_2	Domain	3.00E-21	2vum
YOL005C	31	102	PF13656	RNA_pol_L_2	Domain	3.00E-21	5ip9
YDL045C	56	231	PF01507	PAPS_reduct	Family	3.00E-38	2wsi
YDL045C	56	231	PF01507	PAPS_reduct	Family	3.00E-38	2wsi.1.A
YNL003C	187	275	PF00153	Mito_carr	Family	1.00E-17	NA
YNL003C	94	182	PF00153	Mito_carr	Family	6.40E-11	NA
YNL003C	3	73	PF00153	Mito_carr	Family	3.20E-07	NA
YGL006W	192	422	PF00122	E1-E2_ATPase	Family	5.30E-34	3w5b.1.A
YGL006W	192	422	PF00122	E1-E2_ATPase	Family	5.30E-34	5ylv.1.A
YGL006W	192	422	PF00122	E1-E2_ATPase	Family	5.30E-34	5mpm.1.A
YGL006W	926	1118	PF00689	Cation_ATPase_C	Family	3.70E-39	3w5b.1.A
YGL006W	926	1118	PF00689	Cation_ATPase_C	Family	3.70E-39	5ylv.1.A
YGL006W	926	1118	PF00689	Cation_ATPase_C	Family	3.70E-39	5mpm.1.A
YGL006W	62	127	PF00690	Cation_ATPase_N	Domain	1.10E-05	3w5b.1.A
YGL006W	62	127	PF00690	Cation_ATPase_N	Domain	1.10E-05	5ylv.1.A
YGL006W	62	127	PF00690	Cation_ATPase_N	Domain	1.10E-05	5mpm.1.A
YGL006W	691	853	PF00702	Hydrolase	Domain	2.70E-09	3w5b.1.A
YGL006W	691	853	PF00702	Hydrolase	Domain	2.70E-09	5ylv.1.A
YGL006W	691	853	PF00702	Hydrolase	Domain	2.70E-09	5mpm.1.A
YGL006W	503	655	PF13246	Cation_ATPase	Family	2.10E-13	3w5b.1.A
YGL006W	503	655	PF13246	Cation_ATPase	Family	2.10E-13	5ylv.1.A
YGL006W	503	655	PF13246	Cation_ATPase	Family	2.10E-13	5mpm.1.A
YDR072C	436	483	PF01569	PAP2	Family	0.00036	NA
YDR072C	180	311	PF14378	PAP2_3	Family	1.70E-06	NA
YOL020W	86	541	PF00324	AA_permease	Family	7.00E-118	NA
YNL270C	74	539	PF00324	AA_permease	Family	3.00E-149	NA
YGR061C	472	628	PF02769	AIRS_C	Domain	3.60E-28	4r7g.1.A
YGR061C	472	628	PF02769	AIRS_C	Domain	3.60E-28	4r7g.1.A
YGR061C	880	995	PF02769	AIRS_C	Domain	3.90E-06	4r7g.1.A
YGR061C	880	995	PF02769	AIRS_C	Domain	3.90E-06	4r7g.1.A
YGR061C	1090	1357	PF13507	GATase_5	Domain	1.20E-97	4r7g.1.A
YGR061C	1090	1357	PF13507	GATase_5	Domain	1.20E-97	4r7g.1.A
YDR321W	55	245	PF00710	Asparaginase	Domain	3.30E-52	5i48.1.A
YDL198C	208	291	PF00153	Mito_carr	Family	2.60E-11	NA
YDL198C	118	200	PF00153	Mito_carr	Family	1.40E-07	NA
YDR297W	162	297	PF04116	FA_hydroxylase	Family	1.80E-19	4zr0.1.A
YMR058W	157	301	PF00394	Cu-oxidase	Domain	5.00E-29	1zpu
YMR058W	157	301	PF00394	Cu-oxidase	Domain	5.00E-29	1zpu.1.A
YMR058W	362	502	PF07731	Cu-oxidase_2	Domain	1.10E-38	1zpu
YMR058W	362	502	PF07731	Cu-oxidase_2	Domain	1.10E-38	1zpu.1.A
YMR058W	32	146	PF07732	Cu-oxidase_3	Domain	2.50E-37	1zpu
YMR058W	32	146	PF07732	Cu-oxidase_3	Domain	2.50E-37	1zpu.1.A
YDR208W	469	754	PF01504	PIP5K	Family	6.30E-91	3wzz.1.A
YDR270W	407	604	PF00122	E1-E2_ATPase	Family	2.60E-42	1t5t.1.A
YDR270W	407	604	PF00122	E1-E2_ATPase	Family	2.60E-42	4bbj.1.A
YDR270W	407	604	PF00122	E1-E2_ATPase	Family	2.60E-42	5mrw.1.B
YDR270W	407	604	PF00122	E1-E2_ATPase	Family	2.60E-42	3j08.1.A
YDR270W	84	144	PF00403	HMA	Domain	2.50E-12	NA
YDR270W	6	65	PF00403	HMA	Domain	1.60E-09	1fvs
YDR270W	621	848	PF00702	Hydrolase	Domain	4.60E-33	1t5t.1.A
YDR270W	621	848	PF00702	Hydrolase	Domain	4.60E-33	4bbj.1.A
YDR270W	621	848	PF00702	Hydrolase	Domain	4.60E-33	5mrw.1.B
YDR270W	621	848	PF00702	Hydrolase	Domain	4.60E-33	3j08.1.A
YIR034C	8	142	PF05222	AlaDh_PNT_N	Domain	8.40E-28	3uha.1.A
YIR034C	8	142	PF05222	AlaDh_PNT_N	Domain	8.40E-28	3uh1
YNR050C	5	119	PF03435	Sacchrp_dh_NADP	Family	6.10E-22	1yrw.1.A
YNR050C	5	119	PF03435	Sacchrp_dh_NADP	Family	6.10E-22	2axq.1.A
YNR050C	5	119	PF03435	Sacchrp_dh_NADP	Family	6.10E-22	2axq
YNR050C	123	438	PF16653	Sacchrp_dh_C	Domain	4.60E-91	2axq.1.A
YNR050C	123	438	PF16653	Sacchrp_dh_C	Domain	4.60E-91	2axq
YIL009W	86	556	PF00501	AMP-binding	Family	2.50E-74	5msc.1.A
YIL009W	86	556	PF00501	AMP-binding	Family	2.50E-74	5mss.1.A
YDR343C	68	528	PF00083	Sugar_tr	Family	4.20E-171	NA
YDR342C	68	528	PF00083	Sugar_tr	Family	4.20E-171	NA
YNL169C	183	492	PF02666	PS_Dcarbxylase	Family	4.10E-67	NA
YGL022W	15	475	PF02516	STT3	Family	2.40E-157	6c26
YGL022W	15	475	PF02516	STT3	Family	2.40E-157	6ezn.1.F
YNL267W	792	1006	PF00454	PI3_PI4_kinase	Family	4.40E-28	4bfr.1.A
YNL267W	30	114	PF00613	PI3Ka	Family	0.00092	NA
YNL267W	122	171	PF11522	Pik1	Family	4.10E-19	2ju0
YMR008C	99	586	PF01735	PLA2_B	Family	3.90E-230	NA
YER001W	317	613	PF11051	Mannosyl_trans3	Family	6.10E-67	NA
YDR135C	1289	1438	PF00005	ABC_tran	Domain	3.70E-26	5kpi.1.A
YDR135C	1289	1438	PF00005	ABC_tran	Domain	3.70E-26	5twv.1.B
YDR135C	1289	1438	PF00005	ABC_tran	Domain	3.70E-26	6c3o.1.H
YDR135C	1289	1438	PF00005	ABC_tran	Domain	3.70E-26	6bhu.1.A
YDR135C	1289	1438	PF00005	ABC_tran	Domain	3.70E-26	5uj9.1.A
YDR135C	646	780	PF00005	ABC_tran	Domain	1.90E-12	5kpi.1.A
YDR135C	646	780	PF00005	ABC_tran	Domain	1.90E-12	5twv.1.B
YDR135C	646	780	PF00005	ABC_tran	Domain	1.90E-12	6c3o.1.H
YDR135C	646	780	PF00005	ABC_tran	Domain	1.90E-12	6bhu.1.A
YDR135C	646	780	PF00005	ABC_tran	Domain	1.90E-12	5uj9.1.A
YDR135C	287	578	PF00664	ABC_membrane	Family	1.70E-45	5kpi.1.A
YDR135C	287	578	PF00664	ABC_membrane	Family	1.70E-45	5twv.1.B
YDR135C	287	578	PF00664	ABC_membrane	Family	1.70E-45	6c3o.1.H
YDR135C	287	578	PF00664	ABC_membrane	Family	1.70E-45	6bhu.1.A
YDR135C	287	578	PF00664	ABC_membrane	Family	1.70E-45	5uj9.1.A
YDR135C	952	1222	PF00664	ABC_membrane	Family	1.10E-42	5kpi.1.A
YDR135C	952	1222	PF00664	ABC_membrane	Family	1.10E-42	5twv.1.B
YDR135C	952	1222	PF00664	ABC_membrane	Family	1.10E-42	6c3o.1.H
YDR135C	952	1222	PF00664	ABC_membrane	Family	1.10E-42	6bhu.1.A
YDR135C	952	1222	PF00664	ABC_membrane	Family	1.10E-42	5uj9.1.A
YGR020C	8	112	PF01990	ATP-synt_F	Family	3.40E-29	3j9v
YGR020C	8	112	PF01990	ATP-synt_F	Family	3.40E-29	2d00.1.B
YER015W	125	596	PF00501	AMP-binding	Family	7.00E-68	5msc.1.A
YER015W	125	596	PF00501	AMP-binding	Family	7.00E-68	5mss.1.A
YER015W	125	596	PF00501	AMP-binding	Family	7.00E-68	5mss.1.A
YJR016C	55	581	PF00920	ILVD_EDD	Family	1.80E-207	5j83.1.A
YAL026C	295	470	PF00122	E1-E2_ATPase	Family	0.0046	NA
YAL026C	642	731	PF13246	Cation_ATPase	Family	1.50E-05	NA
YAL026C	185	251	PF16209	PhoLip_ATPase_N	Family	1.40E-20	NA
YAL026C	980	1232	PF16212	PhoLip_ATPase_C	Family	5.00E-81	NA
YER061C	3	265	PF00109	ketoacyl-synt	Domain	3.00E-55	4r8e.1.A
YER061C	274	390	PF02801	Ketoacyl-synt_C	Domain	3.40E-30	4r8e.1.A
YJL200C	58	505	PF00330	Aconitase	Family	6.50E-153	1b0m.1.A
YJL200C	586	713	PF00694	Aconitase_C	Domain	6.00E-40	1b0m.1.A
YJL198W	1	288	PF03105	SPX	Domain	3.40E-34	NA
YJL198W	450	752	PF03600	CitMHS	Family	5.10E-19	5ul7.1.A
YJL196C	59	300	PF01151	ELO	Family	1.00E-57	NA
YAR073W	36	373	PF00478	IMPDH	Domain	6.00E-82	NA
YAR073W	180	233	PF00571	CBS	Domain	0.0035	NA
YAR073W	124	170	PF00571	CBS	Domain	0.041	NA
YGR234W	7	102	PF00042	Globin	Domain	3.10E-06	4g1b.3.A
YGR234W	277	370	PF00175	NAD_binding_1	Domain	0.42	4g1b.3.A
YGR234W	277	370	PF00175	NAD_binding_1	Domain	0.42	4yaf.2.A
YGR234W	153	261	PF00970	FAD_binding_6	Domain	5.90E-06	4g1b.3.A
YGR234W	153	261	PF00970	FAD_binding_6	Domain	5.90E-06	4yaf.2.A
YOR209C	172	415	PF04095	NAPRTase	Family	6.30E-78	1vlp
YOR209C	172	415	PF04095	NAPRTase	Family	6.30E-78	1vlp.1.A
YFR030W	891	989	PF00175	NAD_binding_1	Domain	0.0003	4y7c.2.A
YFR030W	644	856	PF00667	FAD_binding_1	Domain	1.30E-73	4y7c.2.A
YAL062W	185	454	PF00208	ELFV_dehydrog	Domain	7.10E-80	5xvx.1.A
YAL062W	40	167	PF02812	ELFV_dehydrog_N	Domain	2.40E-45	5xvx.1.A
YAL061W	200	332	PF00107	ADH_zinc_N	Family	9.00E-21	4oh1.1.A
YAL061W	200	332	PF00107	ADH_zinc_N	Family	9.00E-21	3ip1.1.A
YAL061W	26	160	PF08240	ADH_N	Domain	4.20E-33	4oh1.1.A
YAL061W	26	160	PF08240	ADH_N	Domain	4.20E-33	3ip1.1.A
YAL060W	200	330	PF00107	ADH_zinc_N	Family	1.50E-21	4oh1.1.A
YAL060W	27	160	PF08240	ADH_N	Domain	7.50E-34	4oh1.1.A
YAL044C	46	168	PF01597	GCV_H	Domain	6.20E-45	NA
YAL035W	407	616	PF00009	GTP_EFTU	Domain	1.30E-29	3wbi
YAL035W	407	616	PF00009	GTP_EFTU	Domain	1.30E-29	4ncf
YAL035W	407	616	PF00009	GTP_EFTU	Domain	1.30E-29	3wbj
YAL035W	407	616	PF00009	GTP_EFTU	Domain	1.30E-29	3wbk.2.A
YAL035W	644	719	PF03144	GTP_EFTU_D2	Domain	3.80E-06	3wbi
YAL035W	644	719	PF03144	GTP_EFTU_D2	Domain	3.80E-06	4ncf
YAL035W	644	719	PF03144	GTP_EFTU_D2	Domain	3.80E-06	3wbj
YAL035W	644	719	PF03144	GTP_EFTU_D2	Domain	3.80E-06	3wbk.2.A
YAL035W	754	843	PF11987	IF-2	Domain	3.60E-18	3wbi
YAL035W	754	843	PF11987	IF-2	Domain	3.60E-18	4ncf
YAL035W	754	843	PF11987	IF-2	Domain	3.60E-18	3wbj
YAL035W	754	843	PF11987	IF-2	Domain	3.60E-18	3wbk.2.A
YEL069C	60	520	PF00083	Sugar_tr	Family	3.10E-159	NA
YDR536W	31	488	PF00083	Sugar_tr	Family	3.00E-126	NA
YEL006W	42	128	PF00153	Mito_carr	Family	6.00E-21	1okc.1.A
YEL006W	136	226	PF00153	Mito_carr	Family	4.40E-18	NA
YEL006W	242	331	PF00153	Mito_carr	Family	2.80E-17	NA
YER043C	194	355	PF00670	AdoHcyase_NAD	Domain	1.40E-81	1b3r.1.A
YER043C	7	144	PF05221	AdoHcyase	Domain	9.80E-70	NA
YER043C	145	448	PF05221	AdoHcyase	Domain	1.70E-50	1b3r.1.A
YER087W	100	428	PF00587	tRNA-synt_2b	Domain	3.80E-33	5ucm.1.A
YER087W	100	428	PF00587	tRNA-synt_2b	Domain	3.80E-33	2j3l.1.A
YEL071W	70	204	PF01565	FAD_binding_4	Domain	1.30E-31	1hsk.1.A
YEL071W	243	494	PF02913	FAD-oxidase_C	Domain	4.20E-50	NA
YEL066W	44	148	PF00583	Acetyltransf_1	Family	9.10E-09	1qsm.1.A
YEL064C	65	467	PF01490	Aa_trans	Family	2.70E-96	NA
YEL031W	253	464	PF00122	E1-E2_ATPase	Family	8.60E-15	3fps.1.A
YEL031W	481	712	PF00702	Hydrolase	Domain	1.60E-07	3fps.1.A
YEL029C	79	234	PF08543	Phos_pyr_kin	Family	9.60E-08	1lhr.1.B
YEL004W	4	325	PF08449	UAA	Family	3.30E-104	NA
YER005W	2	455	PF01150	GDA1_CD39	Family	6.90E-173	NA
YER010C	12	183	PF03737	RraA-like	Family	1.20E-29	2c5q
YER010C	12	183	PF03737	RraA-like	Family	1.20E-29	2c5q.1.A
YER014W	16	80	PF13450	NAD_binding_8	Domain	1.10E-09	3nks.1.A
YER019W	42	334	PF03372	Exo_endo_phos	Domain	4.40E-12	NA
YER024W	23	732	PF00755	Carn_acyltransf	Family	4.60E-109	NA
YER037W	57	244	PF13419	HAD_2	Family	9.00E-05	3nuq.1.A
YER042W	19	175	PF01625	PMSR	Family	6.00E-49	3pil.1.A
YER042W	19	175	PF01625	PMSR	Family	6.00E-49	3pil
YER053C	19	102	PF00153	Mito_carr	Family	2.60E-13	2c3e.1.A
YER053C	109	194	PF00153	Mito_carr	Family	3.00E-09	NA
YER053C	213	293	PF00153	Mito_carr	Family	3.30E-08	NA
YER060W	73	489	PF02133	Transp_cyt_pur	Family	3.40E-117	NA
YER073W	53	511	PF00171	Aldedh	Family	1.50E-181	4wj9.1.A
YER081W	61	381	PF00389	2-Hacid_dh	Domain	1.40E-36	1psd.1.B
YER081W	61	381	PF00389	2-Hacid_dh	Domain	1.40E-36	3ddn.1.A
YER081W	165	349	PF02826	2-Hacid_dh_C	Domain	4.70E-50	1psd.1.B
YER081W	165	349	PF02826	2-Hacid_dh_C	Domain	4.70E-50	3ddn.1.A
YER119C	2	439	PF01490	Aa_trans	Family	2.80E-123	NA
YER141W	87	441	PF02628	COX15-CtaA	Family	1.50E-111	NA
YER183C	4	202	PF01812	5-FTHF_cyc-lig	Family	2.00E-59	3hy3.1.A
YER062C	16	197	PF13419	HAD_2	Family	4.60E-13	2qlt.1.A
YMR145C	114	443	PF07992	Pyr_redox_2	Domain	2.70E-47	5yjy.1.A
YGR121C	20	424	PF00909	Ammonium_transp	Family	1.60E-125	5af1.1.A
YMR313C	204	297	PF01734	Patatin	Family	8.40E-05	4kyi.1.A
YMR313C	70	194	PF11815	DUF3336	Family	6.50E-22	NA
YLR372W	72	313	PF01151	ELO	Family	2.70E-59	NA
YNR008W	202	624	PF02450	LCAT	Family	7.50E-149	NA
YPL227C	76	251	PF00535	Glycos_transf_2	Family	1.30E-24	5mlz.1.A
YOR067C	52	564	PF03155	Alg6_Alg8	Family	1.80E-154	NA
YOR377W	28	521	PF07247	AATase	Family	1.70E-166	NA
YJL071W	365	563	PF04768	NAT	Family	4.00E-50	NA
YJL068C	21	290	PF00756	Esterase	Domain	6.90E-73	3c6b
YJL062W	190	265	PF01663	Phosphodiest	Family	4.40E-05	5fql.1.A
YMR301C	452	601	PF00005	ABC_tran	Domain	9.90E-32	4myc
YMR301C	112	389	PF00664	ABC_membrane	Family	4.70E-44	4myc
YHR143W-A	29	60	PF03604	DNA_RNApol_7kD	Domain	9.80E-13	3fki.1.L
YHR143W-A	29	60	PF03604	DNA_RNApol_7kD	Domain	9.80E-13	5ip9
YHR143W-A	29	60	PF03604	DNA_RNApol_7kD	Domain	9.80E-13	3j1n
YIL107C	466	610	PF00300	His_Phos_1	Domain	3.60E-21	5hr5.1.A
YIL107C	174	395	PF01591	6PF2K	Domain	1.40E-83	4d4j.1.A
YIL145C	2	307	PF02569	Pantoate_ligase	Family	7.40E-90	2ejc.1.A
YIL134W	5	105	PF00153	Mito_carr	Family	1.40E-21	NA
YIL134W	126	210	PF00153	Mito_carr	Family	6.20E-17	NA
YIL134W	232	310	PF00153	Mito_carr	Family	7.50E-13	NA
YIL124W	10	198	PF00106	adh_short	Domain	1.10E-46	2irw.1.A
YIL094C	25	367	PF00180	Iso_dh	Domain	4.00E-112	3ty3.1.A
YIL083C	73	129	PF04127	DFP	Family	0.0042	1p9o.1.B
YIL083C	206	316	PF04127	DFP	Family	0.39	1p9o.1.B
YIL074C	61	381	PF00389	2-Hacid_dh	Domain	2.60E-35	1psd.1.A
YIL074C	61	381	PF00389	2-Hacid_dh	Domain	2.60E-35	3ddn.1.B
YIL074C	165	349	PF02826	2-Hacid_dh_C	Domain	5.30E-50	1psd.1.A
YIL074C	165	349	PF02826	2-Hacid_dh_C	Domain	5.30E-50	3ddn.1.B
YIL049W	150	252	PF02544	Steroid_dh	Family	2.00E-06	NA
YIL048W	262	468	PF00122	E1-E2_ATPase	Family	9.80E-12	5ylu.1.A
YIL048W	576	670	PF13246	Cation_ATPase	Family	1.10E-05	5ylu.1.A
YIL048W	167	215	PF16209	PhoLip_ATPase_N	Family	7.80E-13	5ylu.1.A
YIL048W	909	1139	PF16212	PhoLip_ATPase_C	Family	7.20E-47	5ylu.1.A
YIL023C	162	343	PF02535	Zip	Family	2.80E-42	NA
YIL023C	65	170	PF02535	Zip	Family	2.10E-14	NA
YIL020C	5	240	PF00977	His_biosynth	Family	4.00E-23	2agk
YIL014W	234	514	PF11051	Mannosyl_trans3	Family	1.60E-75	NA
YIL013C	777	906	PF00005	ABC_tran	Domain	6.60E-13	6ffc.1.A
YIL013C	50	199	PF00005	ABC_tran	Domain	1.60E-05	NA
YIL013C	365	575	PF01061	ABC2_membrane	Family	1.10E-31	NA
YIL013C	1072	1282	PF01061	ABC2_membrane	Family	2.80E-31	6ffc.1.A
YIL013C	587	658	PF06422	PDR_CDR	Family	1.40E-19	NA
YIL010W	65	185	PF00578	AhpC-TSA	Domain	5.10E-23	2a4v.1.A
YIL010W	65	185	PF00578	AhpC-TSA	Domain	5.10E-23	2a4v
YIL006W	80	168	PF00153	Mito_carr	Family	8.80E-22	1okc.1.A
YIL006W	80	168	PF00153	Mito_carr	Family	8.80E-22	1okc.1.A
YIL006W	276	366	PF00153	Mito_carr	Family	4.60E-17	NA
YIL006W	175	264	PF00153	Mito_carr	Family	1.60E-16	1okc.1.A
YIL002C	71	367	PF02383	Syja_N	Family	5.80E-42	NA
YIL002C	532	813	PF03372	Exo_endo_phos	Domain	4.70E-08	1i9y.1.A
YIR036C	3	201	PF00106	adh_short	Domain	1.10E-51	3kzv.1.A
YIR037W	4	111	PF00255	GSHPx	Family	2.10E-48	3cmi
YIR037W	4	111	PF00255	GSHPx	Family	2.10E-48	3cmi.1.A
YIR038C	116	217	PF00043	GST_C	Domain	2.70E-14	4hz4.1.A
YIR038C	4	83	PF02798	GST_N	Domain	5.70E-19	NA
YOR335C	38	615	PF01411	tRNA-synt_2c	Family	3.00E-229	NA
YOR335C	830	976	PF02272	DHHA1	Family	1.60E-11	NA
YOR335C	715	774	PF07973	tRNA_SAD	Domain	7.50E-16	NA
YJL097W	54	206	PF04387	PTPLA	Family	1.80E-44	NA
YJL216C	32	395	PF00128	Alpha-amylase	Domain	1.80E-127	3axh.1.A
YJL219W	64	526	PF00083	Sugar_tr	Family	1.10E-168	NA
YJL214W	69	530	PF00083	Sugar_tr	Family	4.50E-166	NA
YJL212C	107	758	PF03169	OPT	Family	2.70E-156	NA
YDR062W	156	515	PF00155	Aminotran_1_2	Domain	5.70E-71	5txr.1.A
YDR062W	156	515	PF00155	Aminotran_1_2	Domain	5.70E-71	4bmk.1.A
YEL017C-A	1	43	PF08114	PMP1_2	Family	6.30E-30	NA
YMR319C	454	528	PF04120	Iron_permease	Family	3.80E-11	NA
YMR319C	348	404	PF04120	Iron_permease	Family	0.0028	NA
YGR032W	827	1649	PF02364	Glucan_synthase	Family	0	NA
YGR032W	320	427	PF14288	FKS1_dom1	Family	2.70E-33	NA
