UniProtKB_ac	iso_id	uniprot_seq_length	coordinate_id	provider	from	to	coverage	template	qmean	qmean_norm	url
P00044		109	5a9b190475daaa657871f45f	PDB	7	109	0.94495412844	5cif			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=7&to=109&template=5cif&provider=pdb
P00044		109	5a9b190e75daaa657871f5e7	PDB	2	109	0.990825688073	1cif			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1cif&provider=pdb
P00044		109	5a9b192d75daaa657871fa38	PDB	3	109	0.981651376147	5kpf			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=3&to=109&template=5kpf&provider=pdb
P00044		109	5a9b1a2375daaa769d37d4dc	PDB	2	109	0.990825688073	5cig			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=5cig&provider=pdb
P00044		109	5a9b1a5175daaa769d37db6a	PDB	2	109	0.990825688073	1cig			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1cig&provider=pdb
P00044		109	5a9b1b0c75daaa0406498146	PDB	2	109	0.990825688073	1crg			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1crg&provider=pdb
P00044		109	5a9b1be975daaa105e266dff	PDB	1	109	1.0	5t7h			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=1&to=109&template=5t7h&provider=pdb
P00044		109	5a9b1c3275daaa159d1c1f5d	PDB	7	109	0.94495412844	5cih			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=7&to=109&template=5cih&provider=pdb
P00044		109	5a9b1c5075daaa159d1c23d7	PDB	2	109	0.990825688073	1chh			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1chh&provider=pdb
P00044		109	5a9b1c5c75daaa159d1c25ba	PDB	2	109	0.990825688073	1cih			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1cih&provider=pdb
P00044		109	5a9b1ca775daaa1aa1432958	PDB	2	109	0.990825688073	1crh			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1crh&provider=pdb
P00044		109	5a9b1dc375daaa2b7527e184	PDB	2	109	0.990825688073	1chi			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1chi&provider=pdb
P00044		109	5a9b1dd575daaa2b7527e3fc	PDB	2	109	0.990825688073	1nmi			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1nmi&provider=pdb
P00044		109	5a9b1e1475daaa304ec5c82f	PDB	2	109	0.990825688073	2jti			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=2jti&provider=pdb
P00044		109	5a9b1e1f75daaa304ec5c9fb	PDB	2	109	0.990825688073	1cri			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1cri&provider=pdb
P00044		109	5a9b1ee575daaa37c1e26696	PDB	2	109	0.990825688073	2b12			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=2b12&provider=pdb
P00044		109	5a9b1f1275daaa3c6973349b	PDB	2	109	0.990825688073	1chj			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1chj&provider=pdb
P00044		109	5a9b1f7375daaa420f3b5129	PDB	2	109	0.990825688073	1crj			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1crj&provider=pdb
P00044		109	5a9b1fea75daaa47f2aedd2f	PDB	2	107	0.97247706422	4n0k			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=107&template=4n0k&provider=pdb
P00044		109	5a9b22f475daaa6eb64f103d	PDB	2	109	0.990825688073	2orl			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=2orl&provider=pdb
P00044		109	5a9b23ff75daaa7ee0c719f7	PDB	2	109	0.990825688073	2mhm			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=2mhm&provider=pdb
P00044		109	5a9b254375daaa100e77a268	PDB	2	109	0.990825688073	2bcn			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=2bcn&provider=pdb
P00044		109	5a9b270975daaa25837c78fc	PDB	4	107	0.954128440367	4qao			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=4&to=107&template=4qao&provider=pdb
P00044		109	5a9b281475daaa3908640880	PDB	2	109	0.990825688073	1kyo			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1kyo&provider=pdb
P00044		109	5a9b284775daaa3e7a40c793	PDB	4	109	0.97247706422	4q5p			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=4&to=109&template=4q5p&provider=pdb
P00044		109	5a9b28bc75daaa45e323d41b	PDB	2	109	0.990825688073	1rap			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1rap&provider=pdb
P00044		109	5a9b2a0a75daaa56b3c018a6	PDB	2	109	0.990825688073	1raq			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=1raq&provider=pdb
P00044		109	5a9b2a0e75daaa56b3c01957	PDB	7	109	0.94495412844	4p4q			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=7&to=109&template=4p4q&provider=pdb
P00044		109	5a9f8cef02efd0ade4233b42	PDB	2	109	0.990825688073	3tyi			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=2&to=109&template=3tyi&provider=pdb
P00044		109	5aa8c3e602efd08e3c3f83d0	PDB	3	109	0.981651376147	5ncv			https://swissmodel.expasy.org/repository/uniprot/P00044.pdb?from=3&to=109&template=5ncv&provider=pdb
P00045		113	5ad87eab26232528fe1693e2	SWISSMODEL	2	113	0.991150442478	3cxh.1.W	-1.1584371319	0.7331213891	https://swissmodel.expasy.org/repository/uniprot/P00045.pdb?from=2&to=113&template=3cxh.1.W&provider=swissmodel
P00045		113	5a9b107775daaa6f127f5988	PDB	2	113	0.991150442478	1yea			https://swissmodel.expasy.org/repository/uniprot/P00045.pdb?from=2&to=113&template=1yea&provider=pdb
P00045		113	5a9b129175daaa0dcf31dece	PDB	6	111	0.938053097345	1yeb			https://swissmodel.expasy.org/repository/uniprot/P00045.pdb?from=6&to=111&template=1yeb&provider=pdb
P00045		113	5a9b144a75daaa2a7f9af141	PDB	2	113	0.991150442478	1ytc			https://swissmodel.expasy.org/repository/uniprot/P00045.pdb?from=2&to=113&template=1ytc&provider=pdb
P00045		113	5a9b1d1075daaa1fc50ea343	PDB	2	113	0.991150442478	3cxh			https://swissmodel.expasy.org/repository/uniprot/P00045.pdb?from=2&to=113&template=3cxh&provider=pdb
P00127		147	5ad7ba617f4bf974c124b8cc	SWISSMODEL	74	147	0.503401360544	3cx5.1.F	-0.7183799227	0.7528067809	https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=74&to=147&template=3cx5.1.F&provider=swissmodel
P00127		147	5a9aff9875daaa02bd50f6ea	PDB	74	147	0.503401360544	1ezv			https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=74&to=147&template=1ezv&provider=pdb
P00127		147	5a9b049d75daaa4f11c907c3	PDB	74	147	0.503401360544	2ibz			https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=74&to=147&template=2ibz&provider=pdb
P00127		147	5a9b06c875daaa6a748b6458	PDB	74	147	0.503401360544	1p84			https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=74&to=147&template=1p84&provider=pdb
P00127		147	5a9b06cc75daaa6a748b64ee	PDB	74	147	0.503401360544	4pd4			https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=74&to=147&template=4pd4&provider=pdb
P00127		147	5a9b098f75daaa0f820f9cc6	PDB	2	147	0.993197278912	3cx5			https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=2&to=147&template=3cx5&provider=pdb
P00127		147	5a9b0eb175daaa573b958486	PDB	74	147	0.503401360544	1kb9			https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=74&to=147&template=1kb9&provider=pdb
P00127		147	5a9b1d1075daaa1fc50ea343	PDB	2	147	0.993197278912	3cxh			https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=2&to=147&template=3cxh&provider=pdb
P00127		147	5a9b281475daaa3908640880	PDB	74	147	0.503401360544	1kyo			https://swissmodel.expasy.org/repository/uniprot/P00127.pdb?from=74&to=147&template=1kyo&provider=pdb
P00128		127	5ad82a707aaa0d0db0501ab2	SWISSMODEL	3	127	0.984251968504	2ibz.1.G	-0.2181562417	0.7770844488	https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=3&to=127&template=2ibz.1.G&provider=swissmodel
P00128		127	5a9aff9875daaa02bd50f6ea	PDB	3	127	0.984251968504	1ezv			https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=3&to=127&template=1ezv&provider=pdb
P00128		127	5a9b049d75daaa4f11c907c3	PDB	1	127	1.0	2ibz			https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=1&to=127&template=2ibz&provider=pdb
P00128		127	5a9b06c875daaa6a748b6458	PDB	3	127	0.984251968504	1p84			https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=3&to=127&template=1p84&provider=pdb
P00128		127	5a9b06cc75daaa6a748b64ee	PDB	2	127	0.992125984252	4pd4			https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=2&to=127&template=4pd4&provider=pdb
P00128		127	5a9b098f75daaa0f820f9cc6	PDB	2	127	0.992125984252	3cx5			https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=2&to=127&template=3cx5&provider=pdb
P00128		127	5a9b0eb175daaa573b958486	PDB	3	127	0.984251968504	1kb9			https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=3&to=127&template=1kb9&provider=pdb
P00128		127	5a9b1d1075daaa1fc50ea343	PDB	2	127	0.992125984252	3cxh			https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=2&to=127&template=3cxh&provider=pdb
P00128		127	5a9b281475daaa3908640880	PDB	2	127	0.992125984252	1kyo			https://swissmodel.expasy.org/repository/uniprot/P00128.pdb?from=2&to=127&template=1kyo&provider=pdb
P00163		385	5ad4fefee6291d802d1c4ce6	SWISSMODEL	1	385	1.0	3cx5.1.C	-3.015973127	0.6637901974	https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=3cx5.1.C&provider=swissmodel
P00163		385	5a9aff9875daaa02bd50f6ea	PDB	1	385	1.0	1ezv			https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=1ezv&provider=pdb
P00163		385	5a9b049d75daaa4f11c907c3	PDB	1	385	1.0	2ibz			https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=2ibz&provider=pdb
P00163		385	5a9b06c875daaa6a748b6458	PDB	1	385	1.0	1p84			https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=1p84&provider=pdb
P00163		385	5a9b06cc75daaa6a748b64ee	PDB	1	385	1.0	4pd4			https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=4pd4&provider=pdb
P00163		385	5a9b098f75daaa0f820f9cc6	PDB	1	385	1.0	3cx5			https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=3cx5&provider=pdb
P00163		385	5a9b0eb175daaa573b958486	PDB	1	385	1.0	1kb9			https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=1kb9&provider=pdb
P00163		385	5a9b1d1075daaa1fc50ea343	PDB	1	385	1.0	3cxh			https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=3cxh&provider=pdb
P00163		385	5a9b281475daaa3908640880	PDB	1	385	1.0	1kyo			https://swissmodel.expasy.org/repository/uniprot/P00163.pdb?from=1&to=385&template=1kyo&provider=pdb
P00175		591	5ad6aecdc730d4168cc2b52d	SWISSMODEL	81	591	0.864636209814	1kbi.1.A	-0.7128840624	0.742404069	https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=1kbi.1.A&provider=swissmodel
P00175		591	5a9affe775daaa088317e50e	PDB	182	591	0.693739424704	1qcw			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=182&to=591&template=1qcw&provider=pdb
P00175		591	5a9b087475daaa054ca0a535	PDB	86	180	0.160744500846	3ks0			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=86&to=180&template=3ks0&provider=pdb
P00175		591	5a9b0cf575daaa423c5bddf0	PDB	81	591	0.864636209814	2oz0			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=2oz0&provider=pdb
P00175		591	5a9b127275daaa0dcf31da76	PDB	81	591	0.864636209814	1fcb			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=1fcb&provider=pdb
P00175		591	5a9b139c75daaa1e9b1a274b	PDB	81	591	0.864636209814	1ldc			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=1ldc&provider=pdb
P00175		591	5a9b169675daaa45341cecec	PDB	86	591	0.856175972927	1ltd			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=86&to=591&template=1ltd&provider=pdb
P00175		591	5a9b182075daaa5ae8658d9f	PDB	81	591	0.864636209814	1sze			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=1sze&provider=pdb
P00175		591	5a9b19d275daaa71aac419b8	PDB	81	591	0.864636209814	1szf			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=1szf&provider=pdb
P00175		591	5a9b1b5575daaa0a9ff3bc59	PDB	81	591	0.864636209814	1szg			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=1szg&provider=pdb
P00175		591	5a9b1d6375daaa25a0c54247	PDB	81	591	0.864636209814	1kbi			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=1kbi&provider=pdb
P00175		591	5a9b1ef975daaa3c69733107	PDB	180	591	0.697123519459	1kbj			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=180&to=591&template=1kbj&provider=pdb
P00175		591	5a9b26ee75daaa25837c7547	PDB	81	591	0.864636209814	1lco			https://swissmodel.expasy.org/repository/uniprot/P00175.pdb?from=81&to=591&template=1lco&provider=pdb
P00330		348	5ae369de78ed58032d1ca7f3	SWISSMODEL	2	348	0.997126436782	5yat.1.A	-0.0191362842	0.767727266	https://swissmodel.expasy.org/repository/uniprot/P00330.pdb?from=2&to=348&template=5yat.1.A&provider=swissmodel
P00330		348	5a9aff4a75daaa7c72872371	PDB	2	348	0.997126436782	5env			https://swissmodel.expasy.org/repository/uniprot/P00330.pdb?from=2&to=348&template=5env&provider=pdb
P00330		348	5a9b04bf75daaa4f11c90c60	PDB	2	348	0.997126436782	4w6z			https://swissmodel.expasy.org/repository/uniprot/P00330.pdb?from=2&to=348&template=4w6z&provider=pdb
P00331		348	5ad4b0397f4bf9331a20afbb	SWISSMODEL	2	348	0.997126436782	5yat.1.A	0.1100509992	0.7724428631	https://swissmodel.expasy.org/repository/uniprot/P00331.pdb?from=2&to=348&template=5yat.1.A&provider=swissmodel
P00358		332	5ad4fcd2a52be751ca1cc694	SWISSMODEL	1	332	1.0	3pym.1.A	0.7561427916	0.7960265202	https://swissmodel.expasy.org/repository/uniprot/P00358.pdb?from=1&to=332&template=3pym.1.A&provider=swissmodel
P00359		332	5ad4fc99a52be751ca1cc237	SWISSMODEL	1	332	1.0	3pym.1.A	0.8374802121	0.7989955005	https://swissmodel.expasy.org/repository/uniprot/P00359.pdb?from=1&to=332&template=3pym.1.A&provider=swissmodel
P00359		332	5a9b0df575daaa4c7039febc	PDB	1	332	1.0	4iq8			https://swissmodel.expasy.org/repository/uniprot/P00359.pdb?from=1&to=332&template=4iq8&provider=pdb
P00359		332	5a9b24de75daaa0b0b11360b	PDB	1	332	1.0	3pym			https://swissmodel.expasy.org/repository/uniprot/P00359.pdb?from=1&to=332&template=3pym&provider=pdb
P00360		332	5ad4fd18a52be77be586c5a8	SWISSMODEL	1	332	1.0	3pym.1.A	0.8711874192	0.8002258818	https://swissmodel.expasy.org/repository/uniprot/P00360.pdb?from=1&to=332&template=3pym.1.A&provider=swissmodel
P00401		534	5a55552eafa35872e9fd612f	SWISSMODEL	2	530	0.99063670412	3abm.1.A	-4.7808543011	0.6104927681	https://swissmodel.expasy.org/repository/uniprot/P00401.pdb?from=2&to=530&template=3abm.1.A&provider=swissmodel
P00410		251	59ca4308140550bf68c64335	SWISSMODEL	22	251	0.916334661355	5j4z.74.A	-4.9472412884	0.5733779257	https://swissmodel.expasy.org/repository/uniprot/P00410.pdb?from=22&to=251&template=5j4z.74.A&provider=swissmodel
P00420		269	5ad5ca007f4bf9b8eff78f7b	SWISSMODEL	10	268	0.96282527881	1qle.1.C	-4.9687392951	0.5701938901	https://swissmodel.expasy.org/repository/uniprot/P00420.pdb?from=10&to=268&template=1qle.1.C&provider=swissmodel
P00424		153	5ad79acea52be78d7d1bbe52	SWISSMODEL	36	150	0.751633986928	5b3s.2.D	-3.0861225934	0.6261972013	https://swissmodel.expasy.org/repository/uniprot/P00424.pdb?from=36&to=150&template=5b3s.2.D&provider=swissmodel
P00425		151	5ad7aa79afa358b9a20a9542	SWISSMODEL	33	148	0.76821192053	5b3s.2.D	-3.2151142753	0.6140012775	https://swissmodel.expasy.org/repository/uniprot/P00425.pdb?from=33&to=148&template=5b3s.2.D&provider=swissmodel
P00427		148	5ad7b8317f4bf9118cea9f8e	SWISSMODEL	46	146	0.682432432432	5iy5.2.E	0.0040908024	0.7972103451	https://swissmodel.expasy.org/repository/uniprot/P00427.pdb?from=46&to=146&template=5iy5.2.E&provider=swissmodel
P00431		361	5ad4a1bcad01f076d0e4dab8	SWISSMODEL	68	361	0.814404432133	2b10.2.A	0.1644386712	0.785760404	https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=68&to=361&template=2b10.2.A&provider=swissmodel
P00431		361	5a9af81075daaa1bb7d23939	PDB	68	361	0.814404432133	2b10			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=68&to=361&template=2b10&provider=pdb
P00431		361	5a9af84c75daaa20e6f35592	PDB	71	361	0.806094182825	2rc0			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2rc0&provider=pdb
P00431		361	5a9af8d175daaa2514ab79d2	PDB	71	361	0.806094182825	2as2			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2as2&provider=pdb
P00431		361	5a9af92675daaa2a76e87337	PDB	68	361	0.814404432133	1mkr			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=68&to=361&template=1mkr&provider=pdb
P00431		361	5a9af98a75daaa2ef40ebcac	PDB	71	361	0.806094182825	2eur			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2eur&provider=pdb
P00431		361	5a9afa1375daaa3a231998df	PDB	71	361	0.806094182825	1aes			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=1aes&provider=pdb
P00431		361	5a9afa4375daaa3a2319a11a	PDB	71	361	0.806094182825	1bes			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=1bes&provider=pdb
P00431		361	5a9afa8f75daaa3e6747997c	PDB	71	361	0.806094182825	2eus			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2eus&provider=pdb
P00431		361	5a9afb5f75daaa47a8001c9b	PDB	71	361	0.806094182825	1aet			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=1aet&provider=pdb
P00431		361	5a9afb6975daaa47a8001e26	PDB	71	361	0.806094182825	2rbt			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2rbt&provider=pdb
P00431		361	5a9afb8b75daaa4d1b0aab53	PDB	68	361	0.814404432133	5ejt			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=68&to=361&template=5ejt&provider=pdb
P00431		361	5a9afbbd75daaa4d1b0ab30f	PDB	71	361	0.806094182825	1cmt			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=1cmt&provider=pdb
P00431		361	5a9afc0f75daaa51666ad01c	PDB	71	361	0.806094182825	2eut			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2eut&provider=pdb
P00431		361	5a9afcc175daaa5bbfc95475	PDB	67	361	0.817174515235	2v23			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=67&to=361&template=2v23&provider=pdb
P00431		361	5a9afcd375daaa5bbfc956d1	PDB	71	361	0.806094182825	3m23			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=3m23&provider=pdb
P00431		361	5a9afcda75daaa5bbfc957bc	PDB	68	361	0.814404432133	1s73			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=68&to=361&template=1s73&provider=pdb
P00431		361	5a9afcde75daaa5bbfc9583c	PDB	68	361	0.814404432133	1z53			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=68&to=361&template=1z53&provider=pdb
P00431		361	5a9afd4f75daaa607e490b08	PDB	71	361	0.806094182825	1aeu			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=1aeu&provider=pdb
P00431		361	5a9afd5875daaa607e490c82	PDB	71	361	0.806094182825	2rbu			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2rbu&provider=pdb
P00431		361	5a9afdb375daaa65e3fb1d41	PDB	71	361	0.806094182825	1cmu			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=1cmu&provider=pdb
P00431		361	5a9afe0175daaa6cacac2015	PDB	71	361	0.806094182825	2euu			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2euu&provider=pdb
P00431		361	5a9afe5075daaa711082452b	PDB	68	361	0.814404432133	1s6v			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=68&to=361&template=1s6v&provider=pdb
P00431		361	5a9afe9675daaa769dc8a99c	PDB	71	361	0.806094182825	2rbv			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2rbv&provider=pdb
P00431		361	5a9afebe75daaa769dc8af53	PDB	71	361	0.806094182825	2icv			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2icv&provider=pdb
P00431		361	5a9afee275daaa769dc8b49a	PDB	71	361	0.806094182825	1aev			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=1aev&provider=pdb
P00431		361	5a9b000975daaa088317ea0c	PDB	71	361	0.806094182825	2rbw			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=2rbw&provider=pdb
P00431		361	5a9b01d675daaa28f6d807d3	PDB	71	361	0.806094182825	4ccx			https://swissmodel.expasy.org/repository/uniprot/P00431.pdb?from=71&to=361&template=4ccx&provider=pdb
